,sport_name,event_code,event_name,event_category,continued
867,short_track_speed_skating,543,500 metres,Men,yes
868,short_track_speed_skating,544,"1,000 metres",Men,yes
869,short_track_speed_skating,545,"1,500 metres",Men,yes
870,short_track_speed_skating,546,"5,000 metres Relay",Men,yes
871,short_track_speed_skating,547,500 metres,Women,yes
872,short_track_speed_skating,548,"1,000 metres",Women,yes
873,short_track_speed_skating,549,"1,500 metres",Women,yes
874,short_track_speed_skating,550,"3,000 metres Relay",Women,yes
875,short_track_speed_skating,2587,"2,000 metres Relay",Mixed,yes
876,short_track_speed_skating,2061,500 metres,Boys,yes
877,short_track_speed_skating,2060,"1,000 metres",Boys,yes
878,short_track_speed_skating,2059,500 metres,Girls,yes
879,short_track_speed_skating,2058,"1,000 metres",Girls,yes
880,short_track_speed_skating,2062,"3,000 metres Relay",Mixed Youth,yes
881,short_track_speed_skating,763,"3,000 m",Men,no
882,short_track_speed_skating,764,"3,000 m",Women,no
883,weightlifting,635,Featherweight,Men,yes
884,weightlifting,636,Lightweight,Men,yes
885,weightlifting,637,Middleweight,Men,yes
886,weightlifting,638,Light-Heavyweight,Men,yes
887,weightlifting,639,Middle-Heavyweight,Men,yes
888,weightlifting,640,Heavyweight,Men,yes
889,weightlifting,643,Super-Heavyweight,Men,yes
890,weightlifting,647,Flyweight,Women,yes
891,weightlifting,648,Featherweight,Women,yes
892,weightlifting,649,Lightweight,Women,yes
893,weightlifting,650,Middleweight,Women,yes
894,weightlifting,651,Light-Heavyweight,Women,yes
895,weightlifting,652,Heavyweight,Women,yes
896,weightlifting,653,Super-Heavyweight,Women,yes
897,weightlifting,2157,Bantamweight,Boys,yes
898,weightlifting,2158,Featherweight,Boys,yes
899,weightlifting,2159,Lightweight,Boys,yes
900,weightlifting,2160,Middleweight,Boys,yes
901,weightlifting,2161,Heavyweight,Boys,yes
902,weightlifting,2162,Super-Heavyweight,Boys,yes
903,weightlifting,2163,Featherweight,Girls,yes
904,weightlifting,2475,Bantamweight,Girls,yes
905,weightlifting,2164,Lightweight,Girls,yes
906,weightlifting,2165,Middleweight,Girls,yes
907,weightlifting,2166,Heavyweight,Girls,yes
908,weightlifting,2167,Super-Heavyweight,Girls,yes
909,weightlifting,633,Flyweight,Men,no
910,weightlifting,634,Bantamweight,Men,no
911,weightlifting,641,Heavyweight I,Men,no
912,weightlifting,642,Heavyweight II,Men,no
913,weightlifting,644,"Unlimited, One Hand",Men,no
914,weightlifting,645,"Unlimited, Two Hands",Men,no
915,weightlifting,646,All-Around Dumbbell Contest,Men,no
916,boxing,144,Light-Flyweight,Men,yes
917,boxing,145,Flyweight,Men,yes
918,boxing,146,Bantamweight,Men,yes
919,boxing,148,Lightweight,Men,yes
920,boxing,149,Light-Welterweight,Men,yes
921,boxing,150,Welterweight,Men,yes
922,boxing,152,Middleweight,Men,yes
923,boxing,153,Light-Heavyweight,Men,yes
924,boxing,154,Heavyweight,Men,yes
925,boxing,155,Super-Heavyweight,Men,yes
926,boxing,986,Flyweight,Women,yes
927,boxing,2579,Featherweight,Women,yes
928,boxing,987,Lightweight,Women,yes
929,boxing,2580,Welterweight,Women,yes
930,boxing,988,Middleweight,Women,yes
931,boxing,2088,Light-Flyweight,Boys,yes
932,boxing,2086,Flyweight,Boys,yes
933,boxing,2084,Bantamweight,Boys,yes
934,boxing,2085,Featherweight,Boys,yes
935,boxing,2091,Lightweight,Boys,yes
936,boxing,2090,Light-Welterweight,Boys,yes
937,boxing,2094,Welterweight,Boys,yes
938,boxing,2092,Middleweight,Boys,yes
939,boxing,2089,Light-Heavyweight,Boys,yes
940,boxing,2087,Heavyweight,Boys,yes
941,boxing,2093,Super-Heavyweight,Boys,yes
942,boxing,2288,Flyweight,Girls,yes
943,boxing,2289,Lightweight,Girls,yes
944,boxing,2447,Featherweight,Girls,yes
945,boxing,2290,Middleweight,Girls,yes
946,boxing,147,Featherweight,Men,no
947,boxing,151,Light-Middleweight,Men,no
948,hurling,2402,Hurling,Men,no
949,equestrian,266,Individual,Men,no
950,equestrian,267,Team,Men,no
951,ancient_combative_sports,2540,Unknown Event,Men,no
952,ancient_combative_sports,2503,Boxing,Men,no
953,ancient_combative_sports,2504,Pankration,Men,no
954,ancient_combative_sports,2505,Wrestling,Men,no
955,ancient_combative_sports,2506,Wrestling or Pankration,Men,no
956,ancient_combative_sports,2534,Boxing,Boys,no
957,ancient_combative_sports,2535,Wrestling,Boys,no
958,ancient_combative_sports,2536,Pankration,Boys,no
959,bicycle_polo,770,Bicycle Polo,Men,no
960,swimming,552,50 metres Freestyle,Men,yes
961,swimming,554,100 metres Freestyle,Men,yes
962,swimming,556,200 metres Freestyle,Men,yes
963,swimming,558,400 metres Freestyle,Men,yes
964,swimming,2569,800 metres Freestyle,Men,yes
965,swimming,563,"1,500 metres Freestyle",Men,yes
966,swimming,567,4 × 100 metres Freestyle Relay,Men,yes
967,swimming,568,4 × 200 metres Freestyle Relay,Men,yes
968,swimming,571,100 metres Backstroke,Men,yes
969,swimming,572,200 metres Backstroke,Men,yes
970,swimming,573,100 metres Breaststroke,Men,yes
971,swimming,574,200 metres Breaststroke,Men,yes
972,swimming,577,100 metres Butterfly,Men,yes
973,swimming,578,200 metres Butterfly,Men,yes
974,swimming,579,200 metres Individual Medley,Men,yes
975,swimming,580,400 metres Individual Medley,Men,yes
976,swimming,581,4 × 100 metres Medley Relay,Men,yes
977,swimming,587,50 metres Freestyle,Women,yes
978,swimming,588,100 metres Freestyle,Women,yes
979,swimming,589,200 metres Freestyle,Women,yes
980,swimming,591,400 metres Freestyle,Women,yes
981,swimming,592,800 metres Freestyle,Women,yes
982,swimming,593,4 × 100 metres Freestyle Relay,Women,yes
983,swimming,2570,"1,500 metres Freestyle",Women,yes
984,swimming,594,4 × 200 metres Freestyle Relay,Women,yes
985,swimming,595,100 metres Backstroke,Women,yes
986,swimming,596,200 metres Backstroke,Women,yes
987,swimming,597,100 metres Breaststroke,Women,yes
988,swimming,598,200 metres Breaststroke,Women,yes
989,swimming,599,100 metres Butterfly,Women,yes
990,swimming,600,200 metres Butterfly,Women,yes
991,swimming,601,200 metres Individual Medley,Women,yes
992,swimming,602,400 metres Individual Medley,Women,yes
993,swimming,603,4 × 100 metres Medley Relay,Women,yes
994,swimming,2571,4 × 100 metres Medley Relay,Mixed,yes
995,swimming,2109,50 metres Freestyle,Boys,yes
996,swimming,2110,100 metres Freestyle,Boys,yes
997,swimming,2111,200 metres Freestyle,Boys,yes
998,swimming,2112,400 metres Freestyle,Boys,yes
999,swimming,2113,4 × 100 metres Freestyle Relay,Boys,yes
1000,swimming,2308,800 metres Freestyle,Boys,yes
1001,swimming,2114,50 metres Backstroke,Boys,yes
1002,swimming,2115,100 metres Backstroke,Boys,yes
1003,swimming,2116,200 metres Backstroke,Boys,yes
1004,swimming,2117,50 metres Breaststroke,Boys,yes
1005,swimming,2118,100 metres Breaststroke,Boys,yes
1006,swimming,2119,200 metres Breaststroke,Boys,yes
1007,swimming,2120,50 metres Butterfly,Boys,yes
1008,swimming,2121,100 metres Butterfly,Boys,yes
1009,swimming,2122,200 metres Butterfly,Boys,yes
1010,swimming,2123,200 metres Individual Medley,Boys,yes
1011,swimming,2124,4 × 100 metres Medley Relay,Boys,yes
1012,swimming,2125,50 metres Freestyle,Girls,yes
1013,swimming,2126,100 metres Freestyle,Girls,yes
1014,swimming,2127,200 metres Freestyle,Girls,yes
1015,swimming,2128,400 metres Freestyle,Girls,yes
1016,swimming,2309,800 metres Freestyle,Girls,yes
1017,swimming,2129,4 × 100 metres Freestyle Relay,Girls,yes
1018,swimming,2130,50 metres Backstroke,Girls,yes
1019,swimming,2131,100 metres Backstroke,Girls,yes
1020,swimming,2132,200 metres Backstroke,Girls,yes
1021,swimming,2133,50 metres Breaststroke,Girls,yes
1022,swimming,2134,100 metres Breaststroke,Girls,yes
1023,swimming,2135,200 metres Breaststroke,Girls,yes
1024,swimming,2136,50 metres Butterfly,Girls,yes
1025,swimming,2137,100 metres Butterfly,Girls,yes
1026,swimming,2138,200 metres Butterfly,Girls,yes
1027,swimming,2139,200 metres Individual Medley,Girls,yes
1028,swimming,2140,4 × 100 metres Medley Relay,Girls,yes
1029,swimming,2141,4 × 100 metres Freestyle Relay,Mixed Youth,yes
1030,swimming,2142,4 × 100 metres Medley Relay,Mixed Youth,yes
1031,swimming,551,50 yards Freestyle,Men,no
1032,swimming,553,100 yards Freestyle,Men,no
1033,swimming,555,220 yards Freestyle,Men,no
1034,swimming,557,440 yards Freestyle,Men,no
1035,swimming,559,500 metres Freestyle,Men,no
1036,swimming,560,880 yards Freestyle,Men,no
1037,swimming,561,"1,000 metres Freestyle",Men,no
1038,swimming,562,"1,200 metres Freestyle",Men,no
1039,swimming,564,1 mile Freestyle,Men,no
1040,swimming,565,"4,000 metres Freestyle",Men,no
1041,swimming,566,4 × 50 yards Freestyle Relay,Men,no
1042,swimming,569,4 × 250 metres Freestyle Relay,Men,no
1043,swimming,570,100 yards Backstroke,Men,no
1044,swimming,575,440 yards Breaststroke,Men,no
1045,swimming,576,400 metres Breaststroke,Men,no
1046,swimming,582,100 metres Freestyle For Sailors,Men,no
1047,swimming,583,Underwater Swimming,Men,no
1048,swimming,584,Plunge For Distance,Men,no
1049,swimming,585,200 metres Obstacle Course,Men,no
1050,swimming,586,200 metres Team Swimming,Men,no
1051,swimming,2409,"100 yards, Handicap",Men,no
1052,swimming,2410,"220 yards, Handicap",Men,no
1053,swimming,2411,"440 yards, Handicap",Men,no
1054,swimming,2412,"880 yards, Handicap",Men,no
1055,swimming,2413,"1 mile, Handicap",Men,no
1056,swimming,590,300 metres Freestyle,Women,no
1057,ancient_equestrianism,2539,Unknown Event,Men,no
1058,ancient_equestrianism,2507,Tethrippon,Men,no
1059,ancient_equestrianism,2508,Synoris,Men,no
1060,ancient_equestrianism,2509,Horse Race (Keles),Men,no
1061,ancient_equestrianism,2510,Race for Mares (Kalpe),Men,no
1062,ancient_equestrianism,2511,Apene (Mule-Cart Race),Men,no
1063,ancient_equestrianism,2512,Foals' Tethrippon,Men,no
1064,ancient_equestrianism,2513,Foals' Synoris,Men,no
1065,ancient_equestrianism,2514,Foals' Race,Men,no
1066,ancient_equestrianism,2515,Colts' Tethrippon,Men,no
1067,ancient_equestrianism,2516,Colts' Synoris,Men,no
1068,ancient_equestrianism,2517,Chariot Race,Men,no
1069,ancient_equestrianism,2518,Chariot Race for 10 Horses,Men,no
1070,ancient_equestrianism,2519,Chariot Race for Foals,Men,no
1071,ancient_equestrianism,2520,Tethrippon or Synoris for Foals,Men,no
1072,ancient_equestrianism,2522,Unknown Event for Foals,Men,no
1073,rowing,378,Single Sculls,Men,yes
1074,rowing,379,Double Sculls,Men,yes
1075,rowing,380,Coxless Pairs,Men,yes
1076,rowing,384,Quadruple Sculls,Men,yes
1077,rowing,385,Coxless Fours,Men,yes
1078,rowing,389,Eights,Men,yes
1079,rowing,390,Lightweight Double Sculls,Men,yes
1080,rowing,394,Single Sculls,Women,yes
1081,rowing,395,Double Sculls,Women,yes
1082,rowing,396,Coxless Pairs,Women,yes
1083,rowing,397,Quadruple Sculls,Women,yes
1084,rowing,398,Coxless Fours,Women,yes
1085,rowing,401,Eights,Women,yes
1086,rowing,402,Lightweight Double Sculls,Women,yes
1087,rowing,2101,Single Sculls,Boys,yes
1088,rowing,2102,Coxless Pairs,Boys,yes
1089,rowing,2103,Single Sculls,Girls,yes
1090,rowing,2104,Coxless Pairs,Girls,yes
1091,rowing,381,Coxed Pairs (1 kilometre),Men,no
1092,rowing,382,Coxed Pairs (1 mile),Men,no
1093,rowing,383,Coxed Pairs,Men,no
1094,rowing,386,Coxed Fours,Men,no
1095,rowing,387,"Coxed Fours, Outriggers",Men,no
1096,rowing,388,"Coxed Fours, Inriggers",Men,no
1097,rowing,391,Lightweight Coxless Fours,Men,no
1098,rowing,392,6-Man Naval Rowing Boats,Men,no
1099,rowing,393,17-Man Naval Rowing Boats,Men,no
1100,rowing,2403,"Single Sculls, Intermediate",Men,no
1101,rowing,2404,"Single Sculls, Association",Men,no
1102,rowing,2405,"Double Sculls, Intermediate",Men,no
1103,rowing,2406,"Coxless Pairs, Intermediate",Men,no
1104,rowing,2407,"Coxless Fours, Intermediate",Men,no
1105,rowing,2408,"Eights, Intermediate",Men,no
1106,rowing,399,Coxed Fours,Women,no
1107,rowing,400,Coxed Quadruple Sculls,Women,no
1108,skating,530,500 metres,Men,yes
1109,skating,531,"1,000 metres",Men,yes
1110,skating,532,"1,500 metres",Men,yes
1111,skating,533,"5,000 metres",Men,yes
1112,skating,534,"10,000 metres",Men,yes
1113,skating,1034,Mass Start,Men,yes
1114,skating,535,Team Pursuit (8 laps),Men,yes
1115,skating,537,500 metres,Women,yes
1116,skating,538,"1,000 metres",Women,yes
1117,skating,539,"1,500 metres",Women,yes
1118,skating,540,"3,000 metres",Women,yes
1119,skating,541,"5,000 metres",Women,yes
1120,skating,1035,Mass Start,Women,yes
1121,skating,542,Team Pursuit (6 laps),Women,yes
1122,skating,2056,500 metres,Boys,yes
1123,skating,2054,"1,500 metres",Boys,yes
1124,skating,2055,"3,000 metres",Boys,yes
1125,skating,2057,Mass Start,Boys,yes
1126,skating,2052,500 metres,Girls,yes
1127,skating,2050,"1,500 metres",Girls,yes
1128,skating,2051,"3,000 metres",Girls,yes
1129,skating,2053,Mass Start,Girls,yes
1130,skating,2063,Team Sprint,Mixed Youth,yes
1131,skating,536,Allround,Men,no
1132,handball,335,Handball,Men,yes
1133,handball,336,Handball,Women,yes
1134,handball,2251,Handball,Boys,yes
1135,handball,2252,Handball,Girls,yes
1136,archery,1,Individual,Men,yes
1137,archery,2,Team,Men,yes
1138,archery,25,Individual,Women,yes
1139,archery,26,Team,Women,yes
1140,archery,2563,Team,Mixed,yes
1141,archery,2079,Individual,Boys,yes
1142,archery,2080,Individual,Girls,yes
1143,archery,2081,Team,Mixed Youth,yes
1144,archery,3,"Target Archery, 28 metres, Individual",Men,no
1145,archery,4,"Target Archery, 33 metres, Individual",Men,no
1146,archery,5,"Target Archery, 50 metres, Individual",Men,no
1147,archery,6,"Target Archery, 28 metres, Team",Men,no
1148,archery,7,"Target Archery, 33 metres, Team",Men,no
1149,archery,8,"Target Archery, 50 metres, Team",Men,no
1150,archery,9,"Pole Archery, Small Birds, Individual",Men,no
1151,archery,10,"Pole Archery, Large Birds, Individual",Men,no
1152,archery,11,"Pole Archery, Small Birds, Team",Men,no
1153,archery,12,"Pole Archery, Large Birds, Team",Men,no
1154,archery,13,"Au Chapelet, 33 metres",Men,no
1155,archery,14,"Au Chapelet, 50 metres",Men,no
1156,archery,15,"Au Cordon Doré, 33 metres",Men,no
1157,archery,16,"Au Cordon Doré, 50 metres",Men,no
1158,archery,17,Sur La Perche À La Herse,Men,no
1159,archery,18,Sur La Perche À La Pyramide,Men,no
1160,archery,19,Championnat Du Monde,Men,no
1161,archery,20,Double American Round,Men,no
1162,archery,21,Double York Round,Men,no
1163,archery,22,Continental Style,Men,no
1164,archery,23,Team Round,Men,no
1165,archery,24,Unknown Event,Men,no
1166,archery,852,"Au Chapelet - 33 metres, Team",Men,no
1167,archery,853,"Au Chapelet - 50 metres, Team",Men,no
1168,archery,854,"Au Cordon Doré - 33 metres, Team",Men,no
1169,archery,855,"Au Cordon Doré - 50 metres, Team",Men,no
1170,archery,856,"French Championship, Individual",Men,no
1171,archery,858,"French Championship, Team",Men,no
1172,archery,859,"Crossbows, Large Arrows - 35 metres, Individual",Men,no
1173,archery,860,"Crossbows, Large Arrows - 35 metres, Team",Men,no
1174,archery,861,"Crossbows, Arrows - 28 metres, Individual",Men,no
1175,archery,862,"Crossbows, Arrows - 28 metres, Team",Men,no
1176,archery,863,"Crossbows, Small Arrows - 20 metres, Individual",Men,no
1177,archery,857,"Crossbows, French Championship",Men,no
1178,archery,2329,Flight Shooting,Men,no
1179,archery,27,Double Columbia Round,Women,no
1180,archery,28,Double National Round,Women,no
1181,archery,1000,Team Round,Women,no
1182,archery,2330,Flight Shooting,Women,no
1183,water_polo,631,Water Polo,Men,yes
1184,water_polo,632,Water Polo,Women,yes
1185,aquatics,631,Water Polo,Men,yes
1186,aquatics,632,Water Polo,Women,yes
1187,wushu,819,Changquan,Men,no
1188,wushu,820,Daoshu & Gunshu,Men,no
1189,wushu,821,Nanquan & Nangun,Men,no
1190,wushu,822,Jianshu & Qiangshu,Men,no
1191,wushu,823,Taijiquan & Taijijuan,Men,no
1192,wushu,829,Sanshou (≤56 kilograms),Men,no
1193,wushu,830,Sanshou (≤70 kilograms),Men,no
1194,wushu,831,Sanshou (≤85 kilograms),Men,no
1195,wushu,824,Changquan,Women,no
1196,wushu,825,Daoshu & Gunshu,Women,no
1197,wushu,826,Nanquan & Nandao,Women,no
1198,wushu,827,Jianshu & Qiangshu,Women,no
1199,wushu,828,Taijiquan & Taijijuan,Women,no
1200,wushu,832,Sanshou (≤52 kilograms),Women,no
1201,wushu,833,Sanshou (≤60 kilograms),Women,no
1202,gymnastics,620,Individual,Men,yes
1203,gymnastics,621,Individual,Women,yes
1204,gymnastics,2185,Individual,Boys,yes
1205,gymnastics,2186,Individual,Girls,yes
1206,mountaineering_and_climbing,709,Alpinism,Open,no
1207,gotland_sports,785,Pärkspel,Men,no
1208,gotland_sports,786,Varpastning,Men,no
1209,gotland_sports,787,Stångstörtning,Men,no
1210,snowboarding,521,Parallel Giant Slalom,Men,yes
1211,snowboarding,1011,Slopestyle,Men,yes
1212,snowboarding,523,Halfpipe,Men,yes
1213,snowboarding,524,Boardercross,Men,yes
1214,snowboarding,1032,Big Air,Men,yes
1215,snowboarding,525,Parallel Giant Slalom,Women,yes
1216,snowboarding,1012,Slopestyle,Women,yes
1217,snowboarding,527,Halfpipe,Women,yes
1218,snowboarding,528,Boardercross,Women,yes
1219,snowboarding,1033,Big Air,Women,yes
1220,snowboarding,2586,Team Boardercross,Mixed,yes
1221,snowboarding,2049,Slopestyle,Boys,yes
1222,snowboarding,2048,Halfpipe,Boys,yes
1223,snowboarding,2076,Boardercross,Boys,yes
1224,snowboarding,2327,Big Air,Boys,yes
1225,snowboarding,2075,Boardercross,Girls,yes
1226,snowboarding,2047,Slopestyle,Girls,yes
1227,snowboarding,2046,Halfpipe,Girls,yes
1228,snowboarding,2328,Big Air,Girls,yes
1229,snowboarding,1009,Parallel Slalom,Men,no
1230,snowboarding,522,Giant Slalom,Men,no
1231,snowboarding,1010,Parallel Slalom,Women,no
1232,snowboarding,526,Giant Slalom,Women,no
1233,cricket,205,Cricket,Men,no
1234,cycling_track,215,Sprint,Men,yes
1235,cycling_track,219,Keirin,Men,yes
1236,cycling_track,221,Team Sprint,Men,yes
1237,cycling_track,223,"Team Pursuit, 4,000 metres",Men,yes
1238,cycling_track,993,Omnium,Men,yes
1239,cycling_track,244,Sprint,Women,yes
1240,cycling_track,994,Keirin,Women,yes
1241,cycling_track,995,Team Sprint,Women,yes
1242,cycling_track,996,Team Pursuit,Women,yes
1243,cycling_track,997,Omnium,Women,yes
1244,cycling_track,2574,Madison,Women,yes
1245,cycling_track,217,333⅓ metres Time Trial,Men,no
1246,cycling_track,218,"1,000 metres Time Trial",Men,no
1247,cycling_track,220,"Tandem Sprint, 2,000 metres",Men,no
1248,cycling_track,222,"Individual Pursuit, 4,000 metres",Men,no
1249,cycling_track,249,"Team Pursuit, 1,980 yards",Men,no
1250,cycling_track,224,Points Race,Men,no
1251,cycling_track,226,Madison,Men,no
1252,cycling_track,227,¼ mile,Men,no
1253,cycling_track,228,⅓ mile,Men,no
1254,cycling_track,229,½ mile,Men,no
1255,cycling_track,230,1 mile,Men,no
1256,cycling_track,2398,"1 mile, Motorcycle",Men,no
1257,cycling_track,231,2 miles,Men,no
1258,cycling_track,232,"5,000 metres",Men,no
1259,cycling_track,233,5 miles,Men,no
1260,cycling_track,234,"10,000 metres",Men,no
1261,cycling_track,235,20 kilometres,Men,no
1262,cycling_track,236,25 kilometres,Men,no
1263,cycling_track,237,25 miles,Men,no
1264,cycling_track,238,50 kilometres,Men,no
1265,cycling_track,239,100 kilometres,Men,no
1266,cycling_track,240,12-Hours Race,Men,no
1267,cycling_track,2388,"1 mile, Novice",Men,no
1268,cycling_track,2386,"½ mile, Handicap",Men,no
1269,cycling_track,2387,"1 mile, Handicap",Men,no
1270,cycling_track,2389,"5 miles, Handicap",Men,no
1271,cycling_track,917,"Sprint, Professionals",Men,no
1272,cycling_track,918,"Tandem Sprint, Professionals",Men,no
1273,cycling_track,919,"Team Sprint, Professionals",Men,no
1274,cycling_track,920,"Points Race, Professionals",Men,no
1275,cycling_track,2390,"⅓ mile, Professionals",Men,no
1276,cycling_track,2391,"½ mile, Professionals",Men,no
1277,cycling_track,2392,"⅔ mile, Professionals",Men,no
1278,cycling_track,2393,"1 mile, Professionals",Men,no
1279,cycling_track,921,"50 kilometres, Professionals",Men,no
1280,cycling_track,922,"100 kilometres, Professionals",Men,no
1281,cycling_track,923,"100 miles, Professionals",Men,no
1282,cycling_track,924,"24-Hours Race, Professionals",Men,no
1283,cycling_track,925,"3,000 metres, Handicap, Professionals",Men,no
1284,cycling_track,926,"25 kilometres Motor-paced, Professionals",Men,no
1285,cycling_track,927,"National Team Sprint, Professionals",Men,no
1286,cycling_track,2397,"Australian Team Pursuit, Professionals",Men,no
1287,cycling_track,2394,"½ mile, Handicap, Professionals",Men,no
1288,cycling_track,2395,"1 mile, Handicap, Professionals",Men,no
1289,cycling_track,2396,"2 miles, Handicap, Professionals",Men,no
1290,cycling_track,245,500 metres Time Trial,Women,no
1291,cycling_track,246,Individual Pursuit,Women,no
1292,cycling_track,247,Points Race,Women,no
1293,beach_volleyball,157,Beach Volleyball,Men,yes
1294,beach_volleyball,158,Beach Volleyball,Women,yes
1295,beach_volleyball,2291,Beach Volleyball,Boys,yes
1296,beach_volleyball,2292,Beach Volleyball,Girls,yes
1297,cycling_bmx_racing,701,BMX,Men,yes
1298,cycling_bmx_racing,702,BMX,Women,yes
1299,cycling_bmx_racing,2449,Team,Mixed Youth,yes
1300,waterskiing_and_wakeboarding,813,Slalom,Men,no
1301,waterskiing_and_wakeboarding,814,Tricks,Men,no
1302,waterskiing_and_wakeboarding,815,Jumping,Men,no
1303,waterskiing_and_wakeboarding,816,Slalom,Women,no
1304,waterskiing_and_wakeboarding,817,Tricks,Women,no
1305,waterskiing_and_wakeboarding,818,Jumping,Women,no
1306,roller_hockey,803,Roller Hockey,Men,no
1307,cycling_bmx_freestyle,2545,Park,Men,yes
1308,cycling_bmx_freestyle,2546,Park,Women,yes
1309,cycling_bmx_freestyle,2450,Team,Mixed Youth,yes
1310,rhythmic_gymnastics,375,Individual,Women,yes
1311,rhythmic_gymnastics,376,Group,Women,yes
1312,rhythmic_gymnastics,2183,Individual,Girls,yes
1313,rhythmic_gymnastics,2184,Group,Girls,yes
1314,dance,2455,Individual,Boys,yes
1315,dance,2456,Individual,Girls,yes
1316,dance,2457,Team,Mixed Youth,yes
1317,basque_pelota,371,Two-Man Teams With Cesta,Men,no
1318,basque_pelota,791,"Mano, Triples",Men,no
1319,basque_pelota,792,"Mano, Doubles",Men,no
1320,basque_pelota,793,"Mano, Singles",Men,no
1321,basque_pelota,794,"Pala Corta, Doubles",Men,no
1322,basque_pelota,795,"Paleta Cuero, Doubles",Men,no
1323,basque_pelota,796,"Paleta Goma, Doubles",Men,no
1324,basque_pelota,797,"Frontenis, Doubles",Men,no
1325,basque_pelota,800,"Cesta Punta, Doubles",Men,no
1326,basque_pelota,801,"Blé, Triples",Men,no
1327,basque_pelota,1023,"Pala, Doubles",Men,no
1328,basque_pelota,799,"Cesta Punta, Triples",Men,no
